a	c
ichthyolatry	,ikθi'ɔlətri
ichthyolite	'ikθiəlait
ichthyologic	,ikθiə'lɔdʤik
ichthyological	,ikθiə'lɔdʤik
ichthyologist	,ikθi'ɔlədʤist
ichthyology	,ikθi'ɔlədʤi
ichthyophagist	,ikθi'ɔfədʤist
ichthyophagous	,ikθi'ɔfəgəs
ichthyophagy	,ikθi'ɔfədʤi
ichthyosaur	,ikθiə'sɔ:
ichthyosaurus	,ikθiə'sɔ:
ichthyosis	,ikθi'ousis
ichthyotic	,ikθi'ɔtik
icicle	'aisikl
icily	'aisili
iciness	'aisinis
icing	'aisiɳ
ickle	'ikl
icky	'iki
icon	'aikɔn
iconic	ai'kɔnik
iconoclasm	ai'kɔnəklæzm
iconoclast	ai'kɔnəklæst
iconoclastic	ai,kɔnə'klæstik
iconodule	ai'kɔnədju:l
iconodulist	ai'kɔnədju:l
iconoduly	ai'kɔnədju:l
iconographic	ai,kɔnə'græfik
iconographical	ai,kɔnə'græfik
iconography	,aikɔ'nɔgrəfi
iconolater	,aikɔ'nɔlətə
iconolatry	,aikɔ'nɔlətri
iconological	ai,kɔnə'lɔdʤikəl
iconologist	,aikɔ'nɔlədʤist
iconology	,aikɔ'nɔlədʤi
iconomachy	,aikɔ'nɔməki
iconometer	,aikɔ'nɔmitə
iconoscope	,aikɔ'nəskoup
icosahedral	,aikəsə'hedrəl
icosahedron	,aikəsə'hedrən
icteric	ik'terik
icterical	ik'terik
icterus	'iktərəs
ictus	'iktəs
icy	'aisi
id	id
ide	aid
idea	ai'diə
idea'd	ai'diəd
ideaed	ai'diəd
ideaful	ai'diəful
ideal	ai'diəl
idealise	ai'diəlaiz
idealism	ai'diəlaiz
idealist	ai'diəlist
idealistic	ai,diə'listik
ideality	,aidi'æliti
idealization	ai,diəlai'zeiʃn
idealize	ai'diəlaiz
idealizer	ai'diəlaizə
ideally	ai'diəli
ideamonger	ai'diə,mʌɳgə
ideate	ai'di:eit
ideation	,aidi'eiʃn
ideational	,aidi'eiʃənl
idem	aidem
identic	ai'dentik
identical	ai'dentik
identifiable	ai'dentifaiəbl
identifiableness	ai'dentifaiəblnis
identification	ai,dentifi'keiʃn
identify	ai'dentifai
identity	ai'dentiti
ideogram	'idiougræm
ideograph	'idiougræm
ideographic	,idiou'græfik
ideographical	,idiou'græfik
ideography	,idi'ɔpəθi
ideologic	,adiə'lɔdʤik
ideological	,adiə'lɔdʤik
ideologist	,adiə'lɔdʤist
ideology	,adiə'ɔlədʤi
idiocrasy	,idiə'siɳkrəsi
idiocy	'idiəsi
idioglossia	,idiou'glɔsiə
idiograph	'idiougrɑ:f
idiom	'idiəm
idiomatic	,idiə'mætik
idiomatical	,idiə'mætik
idiomaticalness	,didiəmə'tisiti
idiomaticity	,didiəmə'tisiti
idiomorphic	,idiou'mɔ:fik
idiomorphism	,idiou'mɔ:fizm
idiopathic	,idiou'pæθik
idiopathical	,idiou'pæθik
idiopathy	,idi'ɔpəθi
idiophone	'idiəfoun
idiophonic	'idiə'fɔnik
idioplasm	'idiouplæzm
idioplasmatic	,idiouplæz'mætik
idioplasmic	,idiouplæz'mætik
idiosyncrasy	,idiə'siɳkrəsi
idiosyncratic	,idiəsiɳ'krætik
idiot	'idiət
idiotic	,idi'ɔtik
idiotical	,idi'ɔtik
idiotise	'idiətaiz
idiotism	,idi'ɔtizm
idiotize	'idiətaiz
idle	'aidl
idleness	'aidlnis
idler	'aidlə
idlesse	'aidlnis
idly	'aildli
idol	'aidl
idola	ai'douləm
idolater	ai'dɔlətə
idolatress	ai'dɔlətris
idolatrise	ai'dɔlətraiz
idolatrize	ai'dɔlətraiz
idolatrizer	ai'dɔlətraizə
idolatrous	ai'dɔlətrəs
idolatrousness	ai'dɔlətrəsnis
idolatry	ai'dɔlətri
idolise	'aidəlaiz
idolization	,aidəlai'zeiʃn
idolize	'aidəlaiz
idolum	ai'douləm
idyl	'idil
idyll	'idil
idyllic	ai'dilik
idyllist	'aidilist
idyllize	'aidilaiz
if	if
iffy	'ifi
igloo	'iglu:
igneous	'igniəs
ignitable	ig'naitəbl
ignite	ig'nait
igniter	ig'naitə
ignitible	ig'naitəbl
ignition	ig'niʃn
ignobility	ig'noublnis
ignoble	ig'noubl
ignobleness	ig'noublnis
ignominious	,ignə'miniəs
ignominy	'ignəmini
ignorable	ig'nɔ:rəbl
ignoramus	,ignə'reiməs
ignorance	'ignərəns
ignorant	'ignərənt
ignorantism	,ignə'ræntizm
ignorantness	'ignərəns
ignore	ig'nɔ:
ignorer	ig'nɔrə
iguana	i'gwɑ:nə
iguanodon	i'gwɑ:nədɔn
ike	,aikɔ'nəskoup
ikon	'aikɔn
ileocecal	,iliɔ'sekəl
ileostomy	,ili'ɔstəmi
ileum	'iliəm
ileus	'iliəs
ilex	'aileks
ilia	'iliəm
iliac	'iliæk
ilium	'iliəm
ilk	ilk
ill	il
illation	i'leiʃn
illative	i'leitiv
illaudable	i'lɔ:dəbl
illegal	i'li:gəl
illegalise	i'li:gəlaiz
illegalize	i'li:gəlaiz
illegatity	,ili:'gæliti
illegatization	i,li:gəlai'zeiʃn
illegibility	i,ledʤi'biliti
illegible	i'ledʤəbl
illegibleness	i,ledʤi'biliti
illegitimacy	,ili'dʤitiməsi
illegitimate	,ili'dʤitimit
illegitimateness	,ili'dʤitimitnis
illegitimation	,ilidʤiti'meiʃn
illiberal	i'libərəl
illiberalise	i'libərəlaiz
illiberality	i,libə'ræliti
illiberalize	i'libərəlaiz
illiberalness	i,libə'ræliti
illicit	i'lisit
illicitness	i'lisitnis
illimitability	i'lisitnis
illimitable	i'limitəbl
illimitableness	i'limitəblnis
illinium	i'liniəm
illiquid	i'likwid
illiteracy	i'litərəsi
illiterate	i'litərit
illiterateness	i'litərəsi
illness	'ilnis
illogical	i'lɔdʤikəl
illogicality	i'lɔdʤi'kæliti
illogicalness	i'lɔdʤi'kæliti
illume	i'lju:m
illuminability	i,lju:minə'biliti
illuminable	i'lju:minəbl
illuminance	i'lju:minəns
illuminant	i'ju:minənt
illuminate	i'ju:mineit
illuminati	i,lu:mi'nɑ:ti:
illuminating	i,lu:mineitiɳ
illumination	i,lju:mi'neiʃn
illuminative	i'lju:minətiv
illuminator	i'lju:mineitə
illumine	i'lju:min
illuminometer	i,lju:mi'nɔmitə
illusion	i'lu:ʤn
illusionism	i'lu:ʤənizm
illusionist	i'lu:ʤənist
illusive	i'lu:siv
illusiveness	i'lu:sivnis
illusory	i'lu:səri
illustratable	i'ləstreitəbl
illustrate	i'ləstreit
illustration	,iləs'treiʃn
illustrative	'iləstreitiv
illustrator	'iləstreitə
illustrious	i'lʌstreiəs
illustriousness	i'lʌstreiəsnis
illuvia	i'lju:viəm
illuvial	i'lju:viəl
illuviation	i,lju:vi'eiʃn
illuvium	i'lju:viəm
illy	il
image	'imidʤ
imageable	'imidʤəbl
imager	'imidʤə
imagery	'imidʤəri
imaginable	i'mædʤinəbl
imaginableness	i'mædʤinəblnis
imaginal	i'mædʤinəl
imaginariness	i'mædʤinərinis
imaginary	i'mædʤinəri
imagination	i,mædʤi'neiʃn
imaginative	i'mædʤinətiv
imaginativeness	i'mædʤinətivnis
imagine	i'mædʤin
imaginer	i'mædʤinə
imagines	i'meigou
imagism	'imidʤizm
imagist	'imidʤist
imagistic	'imidʤistik
imago	i'meigou
imam	i'mɑ:m
imamate	i'mɑ:mit
imbalance	im'bæləns
imbark	im'bɑ:k
imbecile	'imbisi:l
imbecilic	,imbi'silik
imbecility	,imbi'siliti
imbed	im'bed
imbibe	im'bed
imbiber	im'baibə
imbibition	,imbi'biʃn
imbibitional	,imbi'biʃənl
imbitter	im'baibə
imbody	im'bɔdi
imbosom	im'buzəm
imbower	im'bauə
imbricate	'imbrikit
imbrication	,imbri'keiʃn
imbricative	'imbrikeitiv
imbroglio	im'brouliou
imbrue	im'bru:
imbruement	im'bru:mənt
imbrute	im'bru:t
imbrutement	im'bru:tmənt
imbue	im'bju:
imbuement	im'bju:mənt
imexplorable	,iniks'plɔ:rəbl
imitability	,imitə'biliti
imitable	'imiteit
imitableness	,imitə'biliti
imitate	imitate
imitation	,imi'teiʃn
imitational	,imi'teiʃənl
imitative	'imitətiv
imitativeness	'imitətivnis
imitator	'imiteitə
immaculacy	i'mækjuləsi
immaculate	i'mækjulit
immaculateness	i'mækjuləsi
immanence	'imənəns
immanency	'imənəns
immanent	'imənənt
immaterial	,imə'tiəriəl
immaterialise	,imə'tiəriəlaiz
immaterialism	,imə'tiəriəlizm
immaterialist	,imə'tiəriəlist
immateriality	'imə,tiəri'æliti
immaterialize	,imə'tiəriəlaiz
immature	,imə'tjuə
immatureness	,imə'tjuəriti
immaturity	,imə'tjuəriti
immeasurability	i,meʤərə'biliti
immeasurable	i'meʤərəbl
immeasurableness	i,meʤərə'biliti
immediacy	i'mi:diəsi
immediate	i'mi:djət
immediately	i'mi:djətli
immediateness	i'mi:diəsi
immediatism	i'mi:djətizm
immediatist	i'mi:djətist
immedicacble	i'medikəbl
immemorial	,imi'mɔ:riəl
immense	i'mens
immensely	i'mensli
immenseness	i'mensiti
immensity	i'mensiti
immensurability	i,menʃurə'biliti
immensurable	i'menʃurəbl
immensurableness	i,menʃurə'biliti
immerge	i'mə:dʤ
immergence	i'mə:dʤəns
immerse	i'mə:s
immersion	i'mə:ʃn
immigrant	'imigrənt
immigrate	'imigreit
immigration	,imi'greiʃn
imminence	'iminəns
imminency	'iminəns
imminent	'iminənt
immingle	i'miɳgl
immiscibility	i,misi'biliti
immiscible	i'misibl
immitigability	i,mitigə'biliti
immitigable	i'mitigəbl
immix	i'miks
immixture	i'mikstʃə
immobile	i'moubail
immobilise	i'moubilaiz
immobility	,imou'biliti
immobilization	i,moubilai'zeiʃn
immobilize	i'moubilaiz
immoderate	i'mɔdərit
immoderateness	i,mɔdə'reiʃn
immoderation	i,mɔdə'reiʃn
immodest	i'mɔdist
immodesty	i'mɔdisti
immolate	'imouleit
immolation	,imou'leiʃn
immolator	'imouleitə
immoral	i'mɔrəl
immoralise	i'mɔrəlaiz
immoralism	i'mɔrəlizm
immoralist	i'mɔrəlist
immorality	,imə'ræliti
immoralize	i'mɔrəlaiz
immortal	i'mɔ:tl
immortalise	i'mɔ:təlaiz
immortality	,imɔ:'tæliti
immortalization	i,mɔ:təlai'zeiʃn
immortalize	i'mɔ:təlaiz
immortally	i'mɔ:tli
immortelle	,imɔ:'tel
immortile	i'mɔ:'tel
immovability	i,mu:və'biliti
immovable	i'mu:vəbl
immovableness	i,mu:və'biliti
immune	i'mju:n
immunise	'imju:naiz
immunity	i'mju:niti
immunization	,imju:nai'zeiʃn
immunize	'imju:naiz
immunizer	'imju:naizə
immunologic	,imju:nə'lɔdʤik
immunological	,imju:nə'lɔdʤik
immunologist	,imju:'nɔlədʤist
immunology	,imju:'nɔlədʤi
immure	i'mjuə
immurement	i'mjuəmənt
immusical	'ʌn'mju:zikəl
immutability	i,mju:tə'biliti
immutable	i'mju:təbl
immutableness	i,mju:tə'biliti
imp	imp
impact	'impækt
impacted	'impæktid
impactful	impactful
impaction	im'pækʃn
impactive	im'pæktiv
impair	im'peə
impairable	im'peərəbl
impairer	im'preərə
impairment	im'peəmənt
impala	im'pɑ:lə
impale	im'peil
impalement	im'peilmənt
impaler	im'peilə
impalpability	im,pælpə'biliti
impalpable	im'pælpəbl
impaludism	im'pæljudizm
impanel	im'peil
imparadise	im'pærədaiz
imparipinnate	im,pæri'pinit
imparity	im'pæriti
impark	im'pɑ:k
imparkation	,impɑ:'keiʃn
impart	im'pɑ:t
impartable	im'pɑ:təbl
impartation	,impɑ:'teiʃn
impartial	im'pɑ:ʃəl
impartiality	'im,pɑ:ʃi'æliti
impartialness	'im,pɑ:ʃi'æliti
impartibility	'im,pɑ:ʃəlnis
impartible	im'pɑ:təbl
impartment	,impɑ:'teiʃn
impassability	iim,pɑ:ʃi'æliti
impassable	im'pɑ:tibl
impassableness	iim,pɑ:ʃi'æliti
impasse	æm'pɑ:s
impassibility	im,pæsi'biliti
impassible	im'pæsibl
impassibleness	im,pæsi'biliti
impassion	im'pæʃn
impassioned	im'pæʃnd
impassionedness	im'pæʃndnis
impassive	im'pæsiv
impassiveness	im'pæsivnis
impassivity	im'pæsivnis
impastation	,impeis'teiʃn
impaste	im'peist
impasto	im'pɑ:stou
impatience	im'peiʃəns
impatiens	im'peiʃiənz
impatient	im'peiʃənt
impatientness	im'peiʃəns
impawn	im'pɔ:n
impeach	im'pi:tʃ
impeachability	im,pi:tʃə'biliti
impeachable	im'pi:tʃəbl
impeacher	im'pi:tʃə
impeachment	im'pi:tʃmənt
impearl	im'pə:l
impeccability	im,pekə'biliti
impeccable	im'pekəblnis
impeccableness	im,pekə'biliti
impeccance	im'pekəns
impeccancy	im'pekəns
impeccant	im'pekənt
impecuniosity	'impi,kju:ni'ɔsiti
impecunious	,impi'kju:njəs
impecuniousness	'impi,kju:ni'ɔsiti
impedance	im'pi:dəns
impede	im'pi:d
impeder	im'pi:də
impedient	im'pi:diənt
impediment	im'pedimənt
impedimenta	im,pedi'mentə
impedimental	im,pedi'mentəri
impedimentary	im,pedi'mentəri
impedingly	im'pi:diɳli
impeditive	im'peditiv
impel	im'pel
impellent	im'pelənt
impeller	im'pelə
impend	im'pend
impendence	im'pendəns
impendent	im'pendənt
impending	im'pendiɳ
impenetrability	im,penitrə'biliti
impenetrable	im'penitrəbl
impenetrableness	im,penitrə'biliti
impenetrate	im'penitreit
impenitence	im'penitəns
impenitency	im'penitəns
impenitent	im'penitənt
impenitentness	im'penitəns
impennate	im'peneit
imperatival	im,perə'taivəl
imperative	im'perətiv
imperativeness	im'perətivnis
imperator	,impə'rɑ:tɔ:
imperatorial	im,perə'tɔ:riəl
imperceptibility	'impə,septə'biliti
imperceptible	'impə'septəbl
imperceptibleness	'impə,septə'biliti
imperception	,impə'sepʃn
imperceptive	,impə'septiv
imperceptiveness	,impəsep'tiviti
imperceptivity	,impəsep'tiviti
impercipience	,impə'sipiəns
impercipient	,impə'sipiənt
imperence	'impərəns
imperfect	im'pə:fikt
imperfectible	,impə'fektəbl
imperfection	,impə'fekʃn
imperfective	,impə'fektiv
imperfectness	im'pə:fiktnis
imperforate	im'pə:fərit
imperforation	im,pə:fə'reiʃn
imperial	im'piəriəl
imperialise	im'piəriəlaiz
imperialism	im'piəriəlizm
imperialist	im'piəriəlist
imperialistic	im'piəriəlist
imperialization	im,piəriəlai'zeiʃn
imperialize	im'piəriəlaiz
imperialness	im'piəriəlnis
imperil	im'peril
imperilment	im'perilmənt
imperious	im'piəriəs
imperiousness	im'piəriəsnis
imperishability	im'periʃəblnis
imperishable	im'periʃəbl
imperishableness	im'periʃəblnis
imperium	im'piəriəm
impermanence	im'pə:mənəns
impermanency	im'pə:mənəns
impermanent	im'pə:mənənt
impermeability	im,pə:mjə'biliti
impermeable	im'pə:mjəbl
impermeableness	im,pə:mjə'biliti
impermissibility	'impə'misə'biliti
impermissible	,impə'misəbl
imperscriptible	,impə'skriptəbl
impersonal	im'pə:snl
impersonalise	im'pə:sənəlaiz
impersonalism	im'pə:snəlizm
impersonality	im,pə:sə'næliti
impersonalization	im,pə:sənɔlai'zeiʃn
impersonalize	im'pə:sənəlaiz
impersonate	im'pə:səneit
impersonation	im,pə:sə'neiʃn
impersonative	im'pə:səneitiv
impersonator	im'pə:səneitə
impersonify	pə:'sɔnifai
impertinence	im'pə:tinəns
impertinency	im'pə:tinəns
impertinent	im'pə:tinənt
impertinentness	im'pə:tinəntnis
imperturbability	impə:,tə:bə'biliti
imperturbable	,impə:'tə:bəbl
imperturbableness	impə:,tə:bə'biliti
imperturbation	,impə:tə:'beiʃn
imperviable	im'pə:vjəbl
imperviousness	im'pə:vjəsnis
impetiginous	,impi'tidʤinəs
impetigo	,impi'taigou
impetrate	'impitreit
impetration	,impi'treiʃn
impetrative	'impitreitiv
impetrator	'impitreitə
impetuosity	im,petju'ɔsiti
impetuous	im'petjuəs
impetuousness	im,petju'ɔsiti
impetus	'impitəs
impiety	im'paiəti
impinge	im'pindʤ
impingement	im'pindʤmənt
impious	'impiəs
impish	'impiʃ
impishness	'impiʃnis
impiteous	im'pitiəs
implacability	im,plækə'biliti
implacable	im'plækəbl
implacableness	im,plækə'biliti
implacental	,implə'sentəl
implacentate	,implə'sentəl
implant	im'plɑ:nt
implantation	,implɑ:n'teiʃn
implausibility	im,plɔ:zə'biliti
implausible	im'plɔ:zəbl
implead	im'pli:d
impleadable	im'pli:dəbl
impledge	im'pledʤ
implement	'impliment
implemental	'impli'mentəl
implementary	,impli'mentəri
implementation	,implimen'teiʃn
impletion	im'pli:ʃn
implicate	'implikit
implication	,impli'keiʃn
implicational	'implikətiv
implicative	'implikətiv
implicatory	'implikətiv
implicit	im'plisit
implicitness	im'plisitnis
implied	im'ploud
implode	im'ploud
implorable	im'plɔ:rəbl
implore	im'plɔ:
implorer	im'plɔ:rə
imploring	im'plɔ:riɳ
imploringness	im'plɔ:riɳnis
implosion	im'plouʤn
implosive	im'plousiv
impluvium	im'plu:viəm
imply	im'plai
impolicy	im'pɔlisi
impolite	,impə'lait
impoliteness	,impə'laitnis
impolitic	im'pɔlitik
impoliticness	im'pɔlitiknis
imponderabilia	im,pɔndərə'biliə
imponderability	im,pɔndərə'biliti
imponderable	im'pɔndərəbl
imponderableness	im,pɔndərə'biliti
imponent	im'pounənt
import	'impɔ:t
importability	im,pɔ:tə'biliti
importable	im'pɔ:təbl
importance	im'pɔ:təns
important	im'pɔ:tənt
importation	,impɔ:'teiʃn
importee	,impɔ:'ti:
importer	im'pɔ:tə
importunate	im'pɔ:tjunit
importunateness	im'pɔ:tjunitnis
importune	im'pɔ:tju:n
importunity	,impɔ:'tju:niti
imposable	im'pouzəbl
impose	im'pouz
imposer	im'pouzə
imposing	im'pouziɳ
imposingness	im'pouziɳnis
imposition	,impə'ziʃn
impossibility	im,pɔsə'biliti
impossible	im'pɔsəbl
impossibleness	im'pɔsəblnis
impossibly	im'pɔsəbli
impost	'impoust
imposter	im'pɔstə
imposthume	im'pɔstju:m
impostor	im'pɔstə
impostrous	im'pɔstrəs
impostume	im'pɔstju:m
imposture	im'pɔstju:m
impot	'impɔt
impotence	'impətəns
impotency	'impətəns
impotent	'impətənt
impotentness	'impətəns
impound	im'paund
impoundable	im'paundəbl
impoundage	im'paundmənt
impounder	im'paundə
impoundment	im'paundmənt
impoverish	im'pɔvəriʃ
impoverishment	im'pɔvəriʃmənt
impracticability	im,præktikə'biliti
impracticable	im'præktikəbl
impracticableness	im,præktikə'biliti
impractical	im'præktikəl
impracticality	im,prækti'kæliti
imprecate	'imprikeit
imprecatingly	'imprikeitiɳli
imprecation	,impri'keiʃn
imprecator	'imprikeitə
imprecatory	'imprikeitəri
imprecise	,impri'sais
impreciseness	,impri'saisnis
imprecision	,impri'saisnis
impregnability	im,pregnə'biliti
impregnable	im'prəgnəbl
impregnate	im'prəgnit
impregnation	,impreg'neiʃn
impresari	,impre'sɑ:riou
impresario	,impre'sɑ:riou
imprescribable	,impris'kriptəbl
imprescriptibility	'impris,kripti'biliti
imprescriptible	,impris'kriptəbl
impress	im'pres
impressibility	im,presi'biliti
impressible	im'presəbl
impression	im'preʃn
impressionability	im,preʃnə'biliti
impressionable	im'preʃnəbl
impressionableness	im,preʃnə'biliti
impressional	im'preʃənl
impressionary	im,preʃə'nistik
impressionism	im'preʃnizm
impressionist	im'preʃnist
impressionistic	im,preʃə'nistik
impressive	im'presiv
impressiveness	im'presivnis
impressment	im'presmənt
imprest	'imprest
imprimatur	,impri'meitə
imprimis	im'praimis
imprint	'imprint
imprison	im'prizn
imprisonable	im'priznnəbl
imprisonment	im'priznmənt
improbability	im,prɔbə'biliti
improbable	in'prɔbəbl
improbableness	in'prɔbəblnis
improbity	im'proubili
impromptu	im'prɔmptju:
improper	im'prɔpə
impropriate	im'prouprieit
impropriation	im,proupri'eiʃn
impropriety	,imprə'praiəti
improvability	im,pru:və'biliti
improvable	im'pru:vəbl
improvableness	im,pru:və'biliti
improve	im'pru:v
improvement	im'pru:vmənt
improver	im'pru:və
improvidence	im'prɔvidəns
improvident	im'prɔvidənt
improvisation	,imprəvai'zeiʃn
improvisator	im'prɔvizeitə
improvisatory	,improu'vizəitəri
improvise	'imprəvaiz
improvised	'imprəvaizd
imprudence	im'pru:dəns
imprudency	im'pru:dəns
imprudent	im'pru:dənt
imprudentness	im'pru:dəntnis
impudence	im'pru:dəns
impudent	im'pru:dənt
impudentness	im'pru:dəntnis
impudicity	,impju'disiti
impugn	im'pju:n
impugnability	im,pju:nə'biliti
impugnable	im'pju:nəbl
impugnment	im'pju:nmənt
impuissance	im'pju:isnt
impuissant	im'pju:isnt
impulse	'impʌls
impulsion	im'pʌlʃn
impulsive	im'pʌlsiv
impulsiveness	im'pʌlsivnis
impultative	im'pju:tətiv
impultativeness	im'pju:tətivnis
impunity	im'pju:niti
impure	im'pjuə
impureness	im'pjuənis
impurity	im'pjuəriti
imputability	im,pju:tə'biliti
imputable	im'pju:təbl
imputableness	im,pju:tə'biliti
imputation	,impju:'teiʃn
impute	im'pju:t
in	in
inability	,inə'biliti
inaccessibility	'inæk,sesə'biliti
inaccessible	,inæk'sesəbl
inaccessibleness	'inæk,sesə'biliti
inaccuracy	in'ækjurəsi
inaccurate	in'ækjurit
inaccurateness	in'ækjuritnis
inaction	in'ækʃn
inactivate	in'æktiveit
inactivation	in,ækti'veitʃn
inactive	in'æktiv
inactiveness	in'æktivnis
inactivity	in'æktivnis
inadaptable	,inə'dæptəbl
inadequacy	in'ædikwəsi
inadequate	in'ædikwit
inadequateness	in'ædikwitnis
inadhesive	,inəd'hi:siv
inadmissibility	'inəd,misə'biliti
inadmissible	,inəd'misəbl
inadvertence	,inəd'və:təns
inadvertency	,inəd'və:təns
inadvertent	,inəd'və:tənt
inadvisability	'inəd,vaizə'biliti
inadvisable	,inəd'vaizəbl
inadvisableness	'inəd,vaizə'biliti
inaesthetic	,ini:s'θetik
inalienability	in,eiljənə'biliti
inalienable	in'eijənəbl
inalienableness	in,eiljənə'biliti
inalterability	in,ɔltərə'biliti
inalterable	in'ɔ:ltərəbl
inalterableness	in,ɔltərə'biliti
inamorata	in,æmə'rɑ:tə
inamorato	in,æmə'rɑ:tou
inane	i'nein
inanimate	in'ænimit
inanimateness	in'ænimitnis
inanimation	in,æni'meiʃn
inanition	,nə'niʃn
inanity	i'næniti
inappeasable	,inə'pi:zəbl
inappetence	in'æpitəns
inappetency	in'æpitəns
inapplicability	'in,æplikə'biliti
inapplicable	,inə'pri:ʃəbl
inapplicableness	'in,æplikə'biliti
inapposite	in'æpəzit
inappositeness	in'æpəzitnis
inappreciable	,inə'pri:ʃəbl
inappreciation	'inə,pri:ʃi'eiʃn
inappreciative	,inə'pri:ʃiətiv
inappreciativeness	,inə'pri:ʃiətivnis
inapprehensible	,inæpri'hensəbl
inapprehension	,inæpri'henʃn
inapprehensive	,inæpri'hensiv
inapprehensiveness	,inæpri'hensiv
inapproachability	'inə,proutʃə'biliti
inapproachable	,inə'proutʃəbl
inappropriate	,inə'proupriit
inappropriateness	,inə'proupriitnis
inapt	in'æpt
inaptitude	in'æptitju:d
inaptness	in'æptitju:d
inarch	in'ɑ:tʃ
inarguable	in'ɑ:gjuəbl
inarm	in'ɑ:m
inarticulate	,inɑ:'tikjulit
inarticulateness	,inɑ:'tikjulitnis
inartificial	,inɑ:ti'fiʃəl
inartificiality	,inɑ:tifiʃi'æliti
inartificialness	,inɑ:tifiʃi'æliti
inartistic	,inɑ:'tistik
inartistical	,inɑ:'tistik
inasmuch	inəz'mʌtʃ
inattention	,inə'tenʃn
inattentive	,inə'tentiv
inattentiveness	,inə'tentivnis
inaudibility	in,ɔ:də'biliti
inaudible	in'ɔ:dəbl
inaudibleness	in,ɔ:də'biliti
inaugural	i'nɔ:gjurəl
inaugurate	i'nɔ:gjureit
inauguration	i,nɔ:gju'reiʃn
inaugurator	i'nɔ:gjureitə
inauguratory	i'nɔ:gjurəl
inauspicious	,inɔ:s'piʃəs
inauspiciousness	,inɔ:s'piʃəsnis
inbeing	'inbi:iɳ
inboard	'inbɔ:d
inborn	'inbɔ:d
inbound	'inbaund
inbreathe	'in'bri:ð
inbred	'in'bred
inbreeding	'inənd'in
incalculability	in,kælkjulə'biliti
incalculable	in'kəlkjuləbl
incalculableness	in'kəlkjuləblnis
incandesce	,inkæn'des
incandescence	,inkæn'desnt
incandescent	incandescent
incantation	,inkæn'teiʃn
incantational	,inkæn'teiʃənl
incantatory	,inkæn'teiʃənl
incapability	in,keipə'biliti
incapable	in'keipəbl
incapableness	,inkə'pæsiti
incapably	in'keipəbli
incapacious	,inkə'peiʃəs
incapaciousness	,inkə'peiʃəsnis
incapacitate	,inkə'pæsiteit
incapacitation	'inkə,pæsi'teiʃn
incapacity	,inkə'pæsiti
incarcerate	in'kɑ:səreit
incarcerated	in'kɑ:səreitid
incarceration	in,kɑ:sə'reiʃn
incarcerator	in'kɑ:səreitə
incarnadine	in'kɑ:nədain
incarnate	in'kɑ:nit
incarnation	,inkɑ:'neiʃn
incarnational	,inkɑ:'neiʃənl
incase	in'keis
incaution	in'kɔ:ʃn
incautious	in'kɔ:ʃəs
incautiousness	in'kɔ:ʃn
incendiarism	in'sendjərizm
incendiary	in'sendjəri
incensation	,insen'seiʃn
incense	'insens
incentive	in'sentiv
incept	in'sept
inception	in'sepʃn
inceptive	in'septiv
inceptor	in'septə
incertitude	in'sə:titju:d
incessancy	in'sesntnis
incessant	in'sesnt
incessantness	in'sesntnis
incest	'insest
incestuous	in'sestjuəs
incestuousness	in'sestjuəsnis
inch	intʃ
inchmeal	'intʃmi:l
inchoate	'inkoueit
inchoation	,inkou'eiʃn
inchoative	'inkoueitiv
incidence	'insidəns
incident	'insidənt
incidental	,insi'dentl
incidentally	,insi'dentli
incidentalness	,insi'dentlnis
incidentless	'insidəntlis
incinerate	in'sinəreit
incineration	in,sinə'reiʃn
incinerator	in'sinəreitə
incipience	in'sipiəns
incipiency	in'sipiəns
incipient	in'sipiənt
incise	in'saiz
incision	in'siʤn
incisive	in'saisiv
incisiveness	in'saisivnis
incisor	in'saizə
incitation	,insai'teiʃn
incite	in'sait
incitement	,insai'teiʃn
inciter	in'saitə
incitingly	in'saitiɳli
incivility	,insi'viliti
incivism	'insivizm
inclemency	in'klemənsi
inclement	in'klemənt
inclementness	in'klemənsi
inclinable	in'klainəbl
inclination	,inkli'neiʃn
incline	in'klain
inclined	in'klaind
inclining	in'klainiɳ
inclinometer	,inkli'nɔmitə
inclose	in'klouz
inclosure	in'klouʤə
includable	in'klu:dəbl
include	in'klu:d
included	in'klu:did
includible	in'klu:dəbl
including	in'klu:diɳ
inclusion	in'klu:ʤn
inclusive	in'klu:siv
inclusiveness	in'klu:sivnis
incoagulability	'inkou,ægjulə'biliti
incoagulable	,inkou'ə:sibl
incoercible	,inkou'ə:sibl
incog	in'kɔg
incogitability	in,kɔdʤitə'biliti
incogitable	in'kɔdʤitəbl
incognita	in'kɔgnitə
incognito	in'kɔgnitou
incognizable	in'kɔgnizəbl
incognizance	in'kɔgnizəns
incognizant	in'kɔgnizənt
incoherence	,inkou'hiərəns
incoherency	,inkou'hiərəns
incoherent	,inkou'hiərənt
incoherentness	,inkou'hiərəntnis
incohesion	,inkou'hiərəns
incohesive	,inkou'hi:siv
incombustibility	'inkəm,bʌstə'biliti
incombustible	,inkəm'bʌstəbl
incombustibleness	'inkəm,bʌstə'biliti
